z,n,symbol,radius,unc_r,half_life,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
52,66,Te,4.6956,0.0105,6,2,d,518400,1728,EC,100,,,,,,,,8469.697,0.1551,117905860.1,19.652,-87690.758,18.306,N,1948,1-Feb-93,K. KITAO,10/18/2023
52,67,Te,,,16.05,5,h,57780,180,EC+B+,100,,B+,2.06,0.05,,,,8462.0785,0.0612,118906405.7,7.813,-87182.539,7.278,N,1948,1-Dec-08,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,10/18/2023
52,68,Te,4.7038,0.0088,STABLE,,,,,,,,,,,,,,8476.9857,0.0146,119904065.8,1.88,-89362.16,1.751,N,1936,1-Dec-01,K. KITAO and  Y. TENDOW AND A. HASHIZUME,10/18/2023
52,69,Te,,,19.17,4,d,1656288,3456,EC+B+,100,,,,,,,,8466.8641,0.2135,120904945.1,27.734,-88543.111,25.835,N,1939,20-Jan-09,S. OHYA,10/18/2023
52,70,Te,4.7095,0.0031,STABLE,,,,,,,,,,,,,,8478.1315,0.0111,121903044.7,1.456,-90313.282,1.357,N,1932,30-Sep-06,T. TAMURA,10/18/2023
52,71,Te,4.7117,0.0035,9.20E+16,,Y,2.90E+24,,EC,100,,,,,,,,8465.537,0.011,122904271,1.454,-89170.978,1.355,N,1932,15-Apr-21,Jun Chen,10/18/2023
52,72,Te,4.7183,0.0029,STABLE,,,,,,,,,,,,,,8473.2705,0.0109,123902818.3,1.451,-90524.142,1.352,N,1932,1-Apr-08,J. KATAKURA and  Z.D. WU,10/18/2023
52,73,Te,4.7204,0.003,STABLE,,,,,,,,,,,,,,8458.0361,0.0108,124904431.2,1.451,-89021.794,1.352,N,1931,1-Jan-10,J. KATAKURA,10/18/2023
52,74,Te,4.7266,0.0032,STABLE,,,,,,,,,,,,,,8463.2397,0.0107,125903312.1,1.453,-90064.168,1.354,N,1924,1-Oct-21,H. Iimura and  J.Katakura and  S. Ohya,10/18/2023
52,75,Te,,,9.35,7,h,33660,252,B-,100,,,,,,,,8446.109,0.0108,126905227,1.465,-88280.497,1.365,N,1938,1-Oct-09,A. HASHIZUME,10/18/2023
52,76,Te,4.7346,0.0029,7.70E+24,4,Y,2.43E+32,1.26E+31,2B-,100,,,,,,,,8448.7536,0.0055,127904461.2,0.758,-88993.794,0.706,N,1924,28-Feb-15,ZOLTAN ELEKES AND JANOS TIMAR,10/18/2023
52,77,Te,,,69.6,3,m,4176,18,B-,100,,,,,,,,8430.4098,0.0055,128906596.4,0.763,-87004.884,0.711,N,1939,31-May-14,JANOS TIMAR AND ZOLTAN ELEKES and  BALRAJ SINGH,10/18/2023
52,78,Te,4.7423,0.0025,7.90E+20,,Y,2.49E+28,,2B-,100,,,,,,,,8430.3251,0.0003,129906222.7,0.011,-87352.96,0.011,N,1924,11-May-01,BALRAJ SINGH,10/18/2023
52,79,Te,,,25,1,m,1500,6,B-,100,,,,,,,,8411.2339,0.0005,130908522.2,0.065,-85211.022,0.061,N,1939,17-Jul-06,YU. KHAZOV and  I. MITROPOLSKY and  A. RODIONOV,10/18/2023
52,80,Te,4.75,0.0031,3.204,13,d,276825.6,1123.2,B-,100,,,,,,,,8408.4859,0.0264,131908546.7,3.742,-85188.197,3.486,N,1948,10-Feb-05,YU. KHAZOV and  A.A. RODIONOV AND S. SAKHAROV and  BALRAJ SINGH,10/18/2023
52,81,Te,,,12.5,3,m,750,18,B-,100,,,,,,,,8389.0255,0.0155,132910963.3,2.218,-82937.133,2.066,N,1940,31-Oct-10,YU. KHAZOV AND A. RODIONOV and  F.G. KONDEV,10/18/2023
52,82,Te,4.7569,0.0041,41.8,8,m,2508,48,B-,100,,,,,,,,8383.6442,0.0205,133911396.4,2.948,-82533.752,2.746,N,1948,31-Jul-04,A.A. Sonzogni,10/18/2023
52,83,Te,,,19,2,s,19,0.2,B-,100,,,,,,,,8345.7384,0.0128,134916554.7,1.848,-77728.79,1.722,N,1969,22-Jan-08,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,10/18/2023
52,84,Te,4.7815,0.0089,17.63,9,s,17.63,0.09,B-,100,,B-N,1.31,0.05,,,,8319.4301,0.0168,135920101.2,2.448,-74425.279,2.281,N,1974,1-Apr-18,E.A. MCCUTCHAN,10/18/2023
52,85,Te,,,2.49,5,s,2.49,0.05,B-,100,,B-N,2.99,0.16,,,,8280.2357,0.0153,136925599.4,2.254,-69303.762,2.1,N,1975,1-Oct-06,E. BROWNE and  J. K. TULI,10/18/2023
52,86,Te,,,1.4,4,s,1.4,0.4,B-,100,,B-N,6.3,2.1,,,,8252.5786,0.0274,137929472.5,4.065,-65695.995,3.787,N,1975,30-Sep-17,JUN CHEN,10/18/2023
52,87,Te,,,1.6,3,s,1.6,0.3,B-,100,,B-N,,,,,,8211.7716,0.0255,138935367.2,3.8,-60205.08,3.54,N,1994,15-Oct-16,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,10/18/2023
52,88,Te,,,348,5,ms,0.348,0.005,B-,100,,B-N,,,,,,8183.3567,0.1027,139939487.1,15.434,-56367.449,14.377,N,1994,20-Nov-18,N. NICA,10/18/2023
52,89,Te,,,193,16,ms,0.193,0.016,B-,100,,B-N,,,,,,8142,3,140945604,429,-50670,400,Y,1994,12-Oct-22,N. NICA,10/18/2023
52,90,Te,,,,,,,,,,,,,,,,,8113,4,141950027,537,-46550,500,Y,1994,1-Jun-10,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,10/18/2023
52,91,Te,,,408,,ns,0.000000408,,B-,,,B-N,,,B-2N,,,8070,3,142956489,537,-40530,500,Y,2010,31-May-11,E. BROWNE and  J. K. TULI,10/18/2023
52,92,Te,,,,,,,,B-,100,,B-2N,,,B-N,,,8040,2,143961116,322,-36220,300,Y,2015,31-Jan-18,BALRAJ SINGH,10/18/2023
52,93,Te,,,,,,,,B-,100,,B-2N,,,B-N,,,7998,2,144967783,322,-30010,300,Y,2018,31-Jan-21,BALRAJ SINGH,10/18/2023
53,55,I,,,36,6,ms,0.036,0.006,A,91,15,EC+B+,9,,P,1,,8176,1,107943348,109,-52771,101,Y,1991,1-Jul-08,Jean Blachot,10/18/2023
53,56,I,,,92.8,8,us,0.0000928,0.0000008,P,99.986,0.004,A,0.014,0.004,,,,8220.0164,0.0617,108938086,7.223,-57672.505,6.729,N,1984,31-May-16,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,10/18/2023
53,57,I,,,0.664,24,s,0.664,0.024,EC+B+,83,4,A,17,4,ECP,11,3,8244.0767,0.5631,109935085.1,66.494,-60467.844,61.94,N,1977,1-Aug-11,G. G~URDAL and F.G. KONDEV,10/18/2023
53,58,I,,,2.5,2,s,2.5,0.2,EC+B+,99.9,,A,0.1,,,,,8282.9343,0.0428,110930269.2,5.103,-64953.795,4.754,N,1977,1-Feb-08,Jean Blachot,10/18/2023
53,59,I,,,3.34,8,s,3.34,0.08,EC+B+,100,,ECP,0.88,0.1,ECA,0.104,0.012,8299.8801,0.0915,111928004.5,11,-67063.339,10.246,N,1977,1-Aug-14,S. LALKOVSKI and  F.G. KONDEV,10/18/2023
53,60,I,,,6.6,2,s,6.6,0.2,EC+B+,100,,A,0.000000331,,,,,8333.7528,0.0709,112923650.1,8.6,-71119.517,8.011,N,1977,1-May-09,Jean Blachot,10/18/2023
53,61,I,,,2.1,2,s,2.1,0.2,EC+B+,100,,B+P,,,,,,8344.779,0.1757,113922018.9,21.5,-72638.935,20.027,N,1977,1-Jan-12,Jean Blachot,10/18/2023
53,62,I,,,1.3,2,m,78,12,EC+B+,100,,,,,,,,8374.5651,0.2511,114918048,31,-76337.805,28.876,N,1969,1-Sep-12,JEAN BLACHOT,10/18/2023
53,63,I,,,2.91,15,s,2.91,0.15,EC+B+,100,,,,,,,,8381.2858,0.6469,115916885.5,80.555,-77420.654,75.037,N,1976,1-Dec-09,Jean Blachot,10/18/2023
53,64,I,,,2.22,4,m,133.2,2.4,EC+B+,100,,B+,77,,,,,8404.4307,0.2184,116913645.6,27.437,-80438.568,25.558,N,1969,1-Mar-09,JEAN BLACHOT,10/18/2023
53,65,I,,,13.7,5,m,822,30,EC+B+,100,,,,,,,,8406.1203,0.1675,117913074,21.213,-80971.056,19.76,N,1957,1-Feb-93,K. KITAO,10/18/2023
53,66,I,,,19.1,4,m,1146,24,EC+B+,100,,B+,51,4,EC,49,4,8426.8924,0.1824,118910060.9,23.302,-83777.731,21.706,N,1954,1-Dec-08,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,10/18/2023
53,67,I,,,81.6,2,m,4896,12,EC+B+,100,,,,,,,,8423.6745,0.1258,119910093.7,16.212,-83747.16,15.102,N,1957,1-Dec-01,K. KITAO and  Y. TENDOW AND A. HASHIZUME,10/18/2023
53,68,I,,,2.12,1,h,7632,36,EC+B+,100,,,,,,,,8441.4111,0.039,120907411.5,5.07,-86245.649,4.723,N,1950,20-Jan-09,S. OHYA,10/18/2023
53,69,I,,,3.63,6,m,217.8,3.6,EC+B+,100,,,,,,,,8437.0139,0.0425,121907590.1,5.561,-86079.282,5.181,N,1950,30-Sep-06,T. TAMURA,10/18/2023
53,70,I,,,13.223,19,h,47602.8,6.84,EC+B+,100,,,,,,,,8449.1896,0.03,122905589.8,3.956,-87942.588,3.686,N,1949,15-Apr-21,Jun Chen,10/18/2023
53,71,I,,,4.176,3,d,360806.4,25.92,EC+B+,100,,,,,,,,8441.4807,0.0185,123906210.3,2.467,-87364.555,2.299,N,1938,1-Apr-08,J. KATAKURA and  Z.D. WU,10/18/2023
53,72,I,,,59.407,10,d,5132764.8,864,EC,100,,,,,,,,8450.2911,0.0108,124904630.6,1.452,-88836.024,1.353,N,1947,1-Jan-10,J. KATAKURA,10/18/2023
53,73,I,,,12.93,5,d,1117152,4320,EC+B+,52.7,0.5,B-,47.3,0.5,,,,8439.9379,0.03,125905624.2,4.055,-87910.496,3.778,N,1938,1-Oct-21,H. Iimura and  J.Katakura and  S. Ohya,10/18/2023
53,74,I,4.75,0.0081,STABLE,,,,,,,,,,,,,,8445.482,0.0285,126904472.6,3.887,-88983.217,3.621,N,1920,1-Oct-09,A. HASHIZUME,10/18/2023
53,75,I,,,24.99,2,m,1499.4,1.2,B-,93.1,0.8,EC+B+,6.9,0.8,,,,8432.8309,0.0283,127905809.4,3.887,-87738.03,3.621,N,1934,28-Feb-15,ZOLTAN ELEKES AND JANOS TIMAR,10/18/2023
53,76,I,,,1.57E+07,4,Y,4.95444E+14,1.26228E+13,B-,100,,,,,,,,8435.9908,0.0244,128904983.6,3.385,-88507.176,3.153,N,1951,31-May-14,JANOS TIMAR AND ZOLTAN ELEKES and  BALRAJ SINGH,10/18/2023
53,77,I,,,12.36,1,h,44496,36,B-,100,,,,,,,,8421.1011,0.0243,129906670.2,3.385,-86936.188,3.154,N,1938,11-May-01,BALRAJ SINGH,10/18/2023
53,78,I,,,8.0252,6,d,693377.28,51.84,B-,100,,,,,,,,8422.2977,0.0046,130906126.4,0.649,-87442.727,0.605,N,1939,17-Jul-06,YU. KHAZOV and  I. MITROPOLSKY and  A. RODIONOV,10/18/2023
53,79,I,,,2.295,13,h,8262,46.8,B-,100,,,,,,,,8406.4628,0.0308,131907993.5,4.364,-85703.502,4.065,N,1948,10-Feb-05,YU. KHAZOV and  A.A. RODIONOV AND S. SAKHAROV and  BALRAJ SINGH,10/18/2023
53,80,I,,,20.83,8,h,74988,288,B-,100,,,,,,,,8405.0993,0.0444,132907828.4,6.335,-85857.302,5.902,N,1940,31-Oct-10,YU. KHAZOV AND A. RODIONOV and  F.G. KONDEV,10/18/2023
53,81,I,,,52.5,2,m,3150,12,B-,100,,,,,,,,8389.0722,0.0362,133909775.7,5.213,-84043.44,4.857,N,1948,31-Jul-04,A.A. Sonzogni,10/18/2023
53,82,I,,,6.58,3,h,23688,108,B-,100,,,,,,,,8384.7609,0.0153,134910059.4,2.211,-83779.18,2.06,N,1940,22-Jan-08,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,10/18/2023
53,83,I,,,83.4,4,s,83.4,0.4,B-,100,,,,,,,,8351.3242,0.1043,135914604.7,15.231,-79545.225,14.188,N,1949,1-Apr-18,E.A. MCCUTCHAN,10/18/2023
53,84,I,,,24.5,2,s,24.5,0.2,B-,100,,B-N,7.14,0.23,,,,8326.0033,0.0612,136918028.2,9,-76356.268,8.383,N,1943,1-Oct-06,E. BROWNE and  J. K. TULI,10/18/2023
53,85,I,,,6.26,3,s,6.26,0.03,B-,100,,B-N,5.44,0.2,,,,8292.445,0.0432,137922726.4,6.4,-71979.91,5.962,N,1949,30-Sep-17,JUN CHEN,10/18/2023
53,86,I,,,2.28,11,s,2.28,0.011,B-,100,,B-N,10,0.3,,,,8265.61,0.0288,138926493.4,4.3,-68470.964,4.005,N,1949,15-Oct-16,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,10/18/2023
53,87,I,,,0.86,4,s,0.86,0.04,B-,100,,B-N,7.6,0.28,,,,8229.474,0.0865,139931715.9,13,-63606.223,12.109,N,1972,20-Nov-18,N. NICA,10/18/2023
53,88,I,,,0.418,8,s,0.418,0.008,B-,100,,B-N,21.2,3,,,,8202.2562,0.1123,140935666.1,17,-59926.666,15.835,N,1974,12-Oct-22,N. NICA,10/18/2023
53,89,I,,,222,12,ms,0.222,0.012,,,,,,,,,,8165.2517,0.0348,141941166.6,5.3,-54802.969,4.937,N,1975,1-Jun-10,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,10/18/2023
53,90,I,,,130,45,ms,0.13,0.045,B-,,,,,,,,,8137,1,142945475,215,-50790,200,Y,1994,31-May-11,E. BROWNE and  J. K. TULI,10/18/2023
53,91,I,,,300,,ns,0.0000003,,,,,,,,,,,8098,3,143951336,429,-45330,400,Y,1994,1-Dec-00,A.A. Sonzogni,10/18/2023
53,92,I,,,407,,ns,0.000000407,,B-N,,,B-,,,,,,8069,3,144955845,537,-41130,500,Y,2010,15-Aug-10,BALRAJ SINGH,10/18/2023
53,93,I,,,94,26,ms,0.094,0.026,B-,100,,B-2N,,,B-N,,,8031,2,145961846,322,-35540,300,Y,2018,31-Jan-21,BALRAJ SINGH,10/18/2023
53,94,I,,,,,,,,B-,100,,B-N,,,B-2N,,,8001,2,146966505,322,-31200,300,Y,2018,9-Mar-22,N. Nica and B. Singh,10/18/2023
54,54,Xe,,,54,36,us,0.000054,0.000039,A,100,,2P,,,,,,8074.8886,3.5139,107954232.3,407.406,-42632.357,379.497,N,2018,31-Jan-21,BALRAJ SINGH,10/18/2023
54,55,Xe,,,13,2,ms,0.013,0.002,A,100,,,,,,,,8107.3071,2.7533,108950435,322.178,-46169.546,300.108,N,2006,31-May-16,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,10/18/2023
54,56,Xe,,,93,3,ms,0.093,0.003,A,64,35,EC+B+,36,35,ECP,,,8159.2808,0.9181,109944258.8,108.415,-51922.636,100.988,N,1981,1-Aug-11,G. G~URDAL and F.G. KONDEV,10/18/2023
54,57,Xe,,,0.74,20,s,0.74,0.2,A,8,,EC+B+,,,,,,8182,1,110941470,124,-54520,115,Y,1979,1-Feb-08,Jean Blachot,10/18/2023
54,58,Xe,,,2.7,8,s,2.7,0.8,EC+B+,98.8,0.8,A,1.2,0.8,,,,8230.0646,0.074,111935559.1,8.891,-60026.348,8.283,N,1978,1-Aug-14,S. LALKOVSKI and  F.G. KONDEV,10/18/2023
54,59,Xe,,,2.74,8,s,2.74,0.08,EC+B+,100,,ECP,7,4,A,0.011,,8247.9277,0.0605,112933221.7,7.342,-62203.626,6.84,N,1973,1-May-09,Jean Blachot,10/18/2023
54,60,Xe,,,10,4,s,10,0.4,EC+B+,100,,,,,,,,8289.2054,0.0981,113927980.3,12,-67085.899,11.178,N,1977,1-Jan-12,Jean Blachot,10/18/2023
54,61,Xe,,,18,4,s,18,4,EC+B+,100,,B+P,0.34,0.06,A,0.0003,0.0001,8300.9704,0.1053,114926293.9,13,-68656.757,12.109,N,1969,1-Sep-12,JEAN BLACHOT,10/18/2023
54,62,Xe,4.7211,0.0096,59,2,s,59,2,EC+B+,100,,,,,,,,8336.8365,0.1122,115921581,13.974,-73046.877,13.017,N,1969,1-Dec-09,Jean Blachot,10/18/2023
54,63,Xe,,,61,2,s,61,2,EC+B+,100,,B+P,0.0029,0.0006,,,,8344.2976,0.0887,116920358.8,11.141,-74185.347,10.378,N,1969,1-Mar-09,JEAN BLACHOT,10/18/2023
54,64,Xe,4.7387,0.007,3.8,9,m,228,54,EC+B+,100,,,,,,,,8374.9819,0.088,117916178.7,11.141,-78079.067,10.378,N,1965,1-Feb-93,K. KITAO,10/18/2023
54,65,Xe,,,5.8,3,m,348,18,EC+B+,100,,,,,,,,8378.442,0.0872,118915410.6,11.141,-78794.488,10.378,N,1965,1-Dec-08,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,10/18/2023
54,66,Xe,4.7509,0.0063,40,1,m,2400,60,EC+B+,100,,,,,,,,8404.0322,0.0985,119911784.3,12.686,-82172.434,11.817,N,1965,1-Dec-01,K. KITAO and  Y. TENDOW AND A. HASHIZUME,10/18/2023
54,67,Xe,,,40.1,20,m,2406,120,EC+B+,100,,,,,,,,8403.8326,0.0847,120911453,10.995,-82480.997,10.243,N,1952,20-Jan-09,S. OHYA,10/18/2023
54,68,Xe,4.759,0.0059,20.1,1,h,72360,360,EC,100,,,,,,,,8424.6644,0.0911,121908367.7,11.928,-85354.988,11.111,N,1952,30-Sep-06,T. TAMURA,10/18/2023
54,69,Xe,,,2.05,14,h,7380,50.4,EC+B+,100,,,,,,,,8420.9239,0.0775,122908482.2,10.234,-85248.258,9.534,N,1952,15-Apr-21,Jun Chen,10/18/2023
54,70,Xe,4.7661,0.0055,1.60E+14,,Y,5.05E+21,,2B+,,,,,,,,,8437.6138,0.011,123905885.2,1.457,-87667.405,1.358,N,1922,1-Apr-08,J. KATAKURA and  Z.D. WU,10/18/2023
54,71,Xe,,,16.9,2,h,60840,720,EC+B+,100,,,,,,,,8430.939,0.0113,124906387.6,1.518,-87199.361,1.415,N,1950,1-Jan-10,J. KATAKURA,10/18/2023
54,72,Xe,4.7722,0.0052,STABLE,,,,,,,,,,,,,,8443.5375,0.0003,125904297.4,0.006,-89146.38687,0.00562,N,1922,1-Oct-21,H. Iimura and  J.Katakura and  S. Ohya,10/18/2023
54,73,Xe,4.7747,0.0038,36.346,3,d,3140294.4,259.2,EC,100,,,,,,,,8434.1066,0.0322,126905183.6,4.388,-88320.883,4.088,N,1950,1-Oct-09,A. HASHIZUME,10/18/2023
54,74,Xe,4.7774,0.005,STABLE,,,,,,,,,,,,,,8443.3008,0.0003,127903530.8,0.00558,-89860.53427,0.0052,N,1922,28-Feb-15,ZOLTAN ELEKES AND JANOS TIMAR,10/18/2023
54,75,Xe,4.7775,0.005,STABLE,,,,,,,,,,,,,,8431.3904,0.0003,128904780.9,0.00542,-88696.06975,0.00505,N,1920,31-May-14,JANOS TIMAR AND ZOLTAN ELEKES and  BALRAJ SINGH,10/18/2023
54,76,Xe,4.7818,0.0049,STABLE,,,,,,,,,,,,,,8437.7314,0.0003,129903509.3,0.01,-89880.474,0.009,N,1922,11-May-01,BALRAJ SINGH,10/18/2023
54,77,Xe,4.7808,0.0049,STABLE,,,,,,,,,,,,,,8423.7367,0.0003,130905084.1,0.00549,-88413.57492,0.00512,N,1920,17-Jul-06,YU. KHAZOV and  I. MITROPOLSKY and  A. RODIONOV,10/18/2023
54,78,Xe,4.7859,0.0048,STABLE,,,,,,,,,,,,,,8427.6229,0.0003,131904155.1,0.00544,-89278.97451,0.00507,N,1920,10-Feb-05,YU. KHAZOV and  A.A. RODIONOV AND S. SAKHAROV and  BALRAJ SINGH,10/18/2023
54,79,Xe,4.7831,0.0048,5.2475,5,d,453384,43.2,B-,100,,,,,,,,8412.6477,0.018,132905910.7,2.576,-87643.583,2.4,N,1940,31-Oct-10,YU. KHAZOV AND A. RODIONOV and  F.G. KONDEV,10/18/2023
54,80,Xe,4.7899,0.0047,5.80E+22,,Y,1.83E+30,,2B-,0,,,,,,,,8413.6994,0.0003,133905393,0.006,-88125.83443,0.00577,N,1920,31-Jul-04,A.A. Sonzogni,10/18/2023
54,81,Xe,,,9.14,2,h,32904,72,B-,100,,,,,,,,8398.4783,0.0272,134907231.4,3.938,-86413.365,3.668,N,1940,22-Jan-08,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,10/18/2023
54,82,Xe,4.7964,0.0047,2.17E+21,61,Y,6.83E+28,1.92E+27,2B-,100,,,,,,,,8396.1889,0.0003,135907214.5,0.007,-86429.17,0.007,N,1920,1-Apr-18,E.A. MCCUTCHAN,10/18/2023
54,83,Xe,4.8094,0.0049,3.818,13,m,229.08,0.78,B-,100,,,,,,,,8364.2865,0.0008,136911557.8,0.111,-82383.414,0.104,N,1943,1-Oct-06,E. BROWNE and  J. K. TULI,10/18/2023
54,84,Xe,4.8279,0.0079,14.14,7,m,848.4,4.2,B-,100,,,,,,,,8344.6913,0.0203,137914146.3,3.01,-79972.244,2.804,N,1943,30-Sep-17,JUN CHEN,10/18/2023
54,85,Xe,4.8409,0.01,39.68,14,s,39.68,0.14,B-,100,,,,,,,,8311.5904,0.0154,138918792.2,2.3,-75644.586,2.142,N,1951,15-Oct-16,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,10/18/2023
54,86,Xe,4.8566,0.0125,13.6,10,s,13.6,0.1,B-,100,,,,,,,,8290.8875,0.0166,139921645.8,2.5,-72986.461,2.329,N,1951,20-Nov-18,N. NICA,10/18/2023
54,87,Xe,4.8694,0.0147,1.73,1,s,1.73,0.01,B-,100,,B-N,0.044,0.005,,,,8255.3647,0.0205,140926787.2,3.1,-68197.309,2.888,N,1951,12-Oct-22,N. NICA,10/18/2023
54,88,Xe,4.8841,0.0169,1.23,2,s,1.23,0.02,B-,100,,B-N,0.21,0.06,,,,8233.1695,0.019,141929973.1,2.9,-65229.648,2.701,N,1960,1-Jun-10,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,10/18/2023
54,89,Xe,4.8942,0.0187,0.511,6,s,0.511,0.006,B-,100,,B-N,0,,,,,8196.8855,0.0326,142935369.6,5,-60202.882,4.657,N,1951,31-May-11,E. BROWNE and  J. K. TULI,10/18/2023
54,90,Xe,4.9082,0.0208,1.15,20,s,1.15,0.2,B-,100,,,,,,,,8172.8845,0.0369,143938945.1,5.7,-56872.301,5.31,N,2003,1-Dec-00,A.A. Sonzogni,10/18/2023
54,91,Xe,,,188,4,ms,0.188,0.004,B-,100,,B-N,5,0.6,,,,8135.0877,0.0771,144944719.6,12,-51493.337,11.178,N,2003,1-Oct-08,E. BROWNE and  J. K. TULI,10/18/2023
54,92,Xe,4.9315,0.0245,146,6,ms,0.146,0.006,B-,100,,B-N,6.9,1.5,,,,8110.4154,0.1659,145948518.2,26,-47954.95,24.219,N,1989,14-Jul-16,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,10/18/2023
54,93,Xe,,,88,14,ms,0.088,0.014,B-,100,,B-N,8,,,,,8072,1,146954482,215,-42400,200,Y,1994,9-Mar-22,N. Nica and B. Singh,10/18/2023
54,94,Xe,,,0.4,,us,0.0000004,,B-N,,,B-,,,,,,8047,2,147958508,322,-38650,300,Y,2010,1-Oct-13,N. NICA,10/18/2023
54,95,Xe,,,,,,,,B-,100,,B-N,,,B-2N,,,8009,2,148964573,322,-33000,300,Y,2018,23-Aug-22,Balraj Singh and Jun Chen,10/18/2023
54,96,Xe,,,,,,,,B-,100,,B-2N,,,B-N,,,7983,2,149968878,322,-28990,300,Y,2018,31-Jan-21,BALRAJ SINGH,10/18/2023
55,57,Cs,,,0.49,3,ms,0.00049,0.00003,P,100,,A,0.26,,,,,8102,1,111950172,124,-46415,116,Y,1994,1-Aug-14,S. LALKOVSKI and  F.G. KONDEV,10/18/2023
55,58,Cs,,,17.7,4,us,0.0000177,0.0000004,P,100,,,,,,,,8148.623,0.0759,112944428.5,9.207,-51764.539,8.577,N,1984,21-Jan-15,BALRAJ SINGH,10/18/2023
55,59,Cs,,,0.57,2,s,0.57,0.02,EC+B+,99.982,0.006,ECP,8.7,1.3,ECA,0.19,0.03,8173.5711,0.7462,113941292.2,91.323,-54685.928,85.068,N,1978,1-Jan-12,Jean Blachot,10/18/2023
55,60,Cs,,,1.4,8,s,1.4,0.8,EC+B+,100,,B+P,0.07,,,,,8216,1,114935910,110,-59699,102,Y,1978,1-Sep-12,JEAN BLACHOT,10/18/2023
55,61,Cs,,,0.7,4,s,0.7,0.04,EC+B+,100,,ECP,2.8,0.7,ECA,0.049,0.025,8235,1,115933395,108,-62043,100,Y,1975,1-Dec-09,Jean Blachot,10/18/2023
55,62,Cs,,,8.4,6,s,8.4,0.6,EC+B+,100,,,,,,,,8271.8652,0.5334,116928616.7,67,-66493.101,62.41,N,1972,1-Mar-09,JEAN BLACHOT,10/18/2023
55,63,Cs,4.7832,0.0092,14,2,s,14,2,EC+B+,100,,ECP,0.042,0.006,ECA,0.0024,0.0004,8286.4053,0.1081,117926559.5,13.69,-68409.377,12.753,N,1969,7-Jan-22,Balraj Singh,10/18/2023
55,64,Cs,4.7896,0.0089,43,2,s,43,0.2,EC+B+,100,,,,,,,,8317.3347,0.1171,118922377.3,14.965,-72305.061,13.94,N,1978,1-Dec-08,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,10/18/2023
55,65,Cs,4.7915,0.0075,61.3,11,s,61.3,1.1,EC+B+,100,,B+A,0.00002,0.000004,B+P,0.000007,0.000003,8328.4811,0.0831,119920677.3,10.702,-73888.649,9.97,N,1969,1-Dec-01,K. KITAO and  Y. TENDOW AND A. HASHIZUME,10/18/2023
55,66,Cs,4.7769,0.0078,155,4,s,155,4,EC+B+,100,,,,,,,,8352.9152,0.1181,120917227.2,15.34,-77102.342,14.29,N,1969,20-Jan-09,S. OHYA,10/18/2023
55,67,Cs,4.7773,0.007,21.18,19,s,21.18,0.19,EC+B+,100,,,,,,,,8359.1515,0.2761,121916108.1,36.164,-78144.769,33.687,N,1969,30-Sep-06,T. TAMURA,10/18/2023
55,68,Cs,4.782,0.007,5.86,10,m,351.6,6,EC+B+,100,,,,,,,,8380.3796,0.0985,122912996.1,13,-81043.657,12.109,N,1954,15-Apr-21,Jun Chen,10/18/2023
55,69,Cs,4.7828,0.0062,30.9,4,s,30.9,0.4,EC+B+,100,,,,,,,,8383.5114,0.0738,123912247.4,9.823,-81741.06,9.151,N,1969,1-Apr-08,J. KATAKURA and  Z.D. WU,10/18/2023
55,70,Cs,4.788,0.0062,46.7,1,m,2802,6,EC+B+,100,,,,,,,,8399.8033,0.0619,124909726,8.304,-84089.742,7.736,N,1954,1-Jan-10,J. KATAKURA,10/18/2023
55,71,Cs,4.7872,0.0056,1.643,17,m,98.58,1.02,EC+B+,100,,,,,,,,8399.2673,0.0822,125909445.8,11.12,-84350.683,10.359,N,1954,1-Oct-21,H. Iimura and  J.Katakura and  S. Ohya,10/18/2023
55,72,Cs,4.7936,0.0055,6.25,10,h,22500,360,EC+B+,100,,,,,,,,8411.5617,0.0439,126907417.5,5.987,-86240.027,5.578,N,1950,1-Oct-09,A. HASHIZUME,10/18/2023
